Plate #	Row	Column	ORF	Gene	Decription	GO Biological Process	GO Molecular Function	GO Cellular Component	96-position
1	E	22	YLR023C	IZH3	"Membrane protein involved in zinc ion homeostasis, member of the four-protein IZH family, expression induced by zinc deficiency; deletion reduces sensitivity to elevated zinc and shortens lag phase, overexpression reduces Zap1p activity"	cellular homeostasis	other	membrane, endoplasmic reticulum, cytoplasm	2-C11
1	E	23	YAL021C	CCR4	"Component of the CCR4-NOT transcriptional complex, which is involved in regulation of gene expression; component of the major cytoplasmic deadenylase, which is involved in mRNA poly(A) tail shortening"	transcription, response to chemical stimulus, cell cycle, DNA metabolic process, RNA metabolic process	hydrolase activity	nucleus, cytoplasm	1-C12
1	E	24	YLR024C	UBR2	"Cytoplasmic ubiquitin-protein ligase (E3); required for ubiquitylation of Rpn4p; mediates formation of a Mub1p-Ubr2p-Rad6p complex"	protein modification process	ligase activity	cytoplasm	2-C12
1	F	1	YML058W	SML1	"Ribonucleotide reductase inhibitor involved in regulating dNTP production; regulated by Mec1p and Rad53p during DNA damage and S phase"	response to stress, mitochondrion organization	enzyme regulator activity	nucleus, cytoplasm	3-C1
1	F	2	YMR159C	ATG16	Conserved protein that interacts with Atg12p-Atg5p conjugates to form Atg12p-Atg5p-Atg16p multimers, which localize to the pre-autophagosomal structure and are required for autophagy	transport, protein modification process, response to stress, cellular membrane organization	ligase activity, protein binding	membrane fraction, cytoplasm	4-C1
1	F	3	YML057W	CMP2	"Calcineurin A; one isoform (the other is CNA1) of the catalytic subunit of calcineurin, a Ca++/calmodulin-regulated protein phosphatase which regulates Crz1p (a stress-response transcription factor), the other calcineurin subunit is CNB1"	conjugation, signal transduction, cellular homeostasis, response to chemical stimulus	phosphoprotein phosphatase activity, hydrolase activity	cytoplasm	3-C2
1	F	4	YMR161W	HLJ1	"Co-chaperone for Hsp40p, anchored in the ER membrane; with its homolog Ydj1p promotes ER-associated protein degradation (ERAD) of integral membrane substrates; similar to E. coli DnaJ"	response to stress, response to chemical stimulus, cellular protein catabolic process	enzyme regulator activity	membrane, endomembrane system, endoplasmic reticulum, cytoplasm	4-C2
1	F	5	YML058C-A	YML058C-A	-	-	-	-	3-C3
1	F	6	YMR162C	DNF3	"Aminophospholipid translocase (flippase) that maintains membrane lipid asymmetry in post-Golgi secretory vesicles; localizes to the trans-Golgi network; likely involved in protein transport; type 4 P-type ATPase"	transport, cellular membrane organization	transporter activity, hydrolase activity	cytoplasmic membrane-bounded vesicle, cytoplasm, Golgi apparatus	4-C3
1	F	7	YML056C	IMD4	Inosine monophosphate dehydrogenase, catalyzes the first step of GMP biosynthesis, member of a four-gene family in S. cerevisiae, constitutively expressed	biological_process	oxidoreductase activity	cytoplasm	3-C4
1	F	8	YMR163C	INP2	"Peroxisome-specific receptor important for peroxisome inheritance; co-fractionates with peroxisome membranes and co-localizes with peroxisomes in vivo; physically interacts with the myosin V motor Myo2p; INP2 is not an essential gene"	peroxisome organization	protein binding	peroxisome, membrane, cytoplasm	4-C4
1	F	9	YML055W	SPC2	"Subunit of signal peptidase complex (Spc1p, Spc2p, Spc3p, Sec11p), which catalyzes cleavage of N-terminal signal sequences of proteins targeted to the secretory pathway; homologous to mammalian SPC25"	transport	protein binding	membrane, endomembrane system, endoplasmic reticulum, cytoplasm	3-C5
1	F	10	YMR164C	MSS11	"Transcription factor involved in regulation of invasive growth and starch degradation; controls the activation of MUC1 and STA2 in response to nutritional signals"	cellular carbohydrate metabolic process, pseudohyphal growth, transcription, RNA metabolic process	transcription regulator activity	nucleus	4-C5
1	F	11	YML054C	CYB2	"Cytochrome b2 (L-lactate cytochrome-c oxidoreductase), component of the mitochondrial intermembrane space, required for lactate utilization; expression is repressed by glucose and anaerobic conditions"	other	oxidoreductase activity	mitochondrial envelope, mitochondrion, cytoplasm	3-C6
1	F	12	YMR166C	YMR166C	"Predicted transporter of the mitochondrial inner membrane; has similarity to human mitochondrial ATP-Mg/Pi carriers; YMR166C is not an essential gene"	transport	transporter activity	membrane, mitochondrial envelope, mitochondrion, cytoplasm	4-C6
1	F	13	YML053C	YML053C	"Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and the nucleus; overexpression causes a cell cycle delay or arrest; YML053C is not an essential gene"	biological_process	molecular_function	nucleus, cytoplasm	3-C7
1	F	14	YMR167W	MLH1	"Protein required for mismatch repair in mitosis and meiosis as well as crossing over during meiosis; forms a complex with Pms1p and Msh2p-Msh3p during mismatch repair; human homolog is associated with hereditary non-polyposis colon cancer"	response to stress, meiosis, cell cycle, DNA metabolic process	hydrolase activity, DNA binding	nucleus, mitochondrion, cytoplasm	4-C7
1	F	15	YML052W	SUR7	"Plasma membrane protein that localizes to furrow-like invaginations (MCC patches); component of eisosomes; associated with endocytosis, along with Pil1p and Lsp1p; sporulation and plasma membrane sphingolipid content are altered in mutants"	transport, vesicle-mediated transport, sporulation resulting in formation of a cellular spore, cellular membrane organization	molecular_function	cell cortex, membrane fraction, mitochondrion, cell wall, membrane, cytoplasm, plasma membrane	3-C8
1	F	16	YMR169C	ALD3	"Cytoplasmic aldehyde dehydrogenase, involved in beta-alanine synthesis; uses NAD+ as the preferred coenzyme; very similar to Ald2p; expression is induced by stress and repressed by glucose"	cellular amino acid and derivative metabolic process	oxidoreductase activity	cytoplasm	4-C8
1	F	17	YML051W	GAL80	"Transcriptional regulator involved in the repression of GAL genes in the absence of galactose; inhibits transcriptional activation by Gal4p; inhibition relieved by Gal3p or Gal1p binding"	cellular carbohydrate metabolic process, transcription, response to chemical stimulus, RNA metabolic process	transcription regulator activity, enzyme regulator activity	nucleus, cytoplasm	3-C9
1	F	18	YMR170C	ALD2	"Cytoplasmic aldehyde dehydrogenase, involved in ethanol oxidation and beta-alanine biosynthesis; uses NAD+ as the preferred coenzyme; expression is stress induced and glucose repressed; very similar to Ald3p"	cellular amino acid and derivative metabolic process	oxidoreductase activity	cytoplasm	4-C9
1	F	19	YML050W	AIM32	"Putative protein of unknown function; null mutant is viable and displays elevated frequency of mitochondrial genome loss"	biological_process	molecular_function	cellular_component	3-C10
1	F	20	YMR172C-A	YMR172C-A	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data	biological_process	molecular_function	cellular_component	4-C10
1	F	21	YML048W	GSF2	"ER localized integral membrane protein that may promote secretion of certain hexose transporters, including Gal2p; involved in glucose-dependent repression"	protein folding	protein binding	membrane, endomembrane system, mitochondrial envelope, mitochondrion, endoplasmic reticulum, cytoplasm	3-C11
1	F	22	YMR173W-A	YMR173W-A	"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; overlaps the verified gene DDR48/YML173W"	biological_process	molecular_function	cellular_component	4-C11
1	F	23	YML048W-A	YML048W-A	-	-	-	-	3-C12
1	F	24	YMR174C	PAI3	"Cytoplasmic proteinase A (Pep4p) inhibitor, dependent on Pbs2p and Hog1p protein kinases for osmotic induction; intrinsically unstructured, N-terminal half becomes ordered in the active site of proteinase A upon contact"	cellular protein catabolic process	enzyme regulator activity	cytoplasm	4-C12
1	G	1	YAL020C	ATS1	"Protein required, with Elongator complex, Kti11p, and Kti12p, for modification of wobble nucleosides in tRNA; has a potential role in regulatory interactions between microtubules and the cell cycle"	cell budding, cytoskeleton organization, RNA metabolic process	molecular_function	cytoplasm	1-D1
1	G	2	YLR025W	SNF7	"One of four subunits of the endosomal sorting complex required for transport III (ESCRT-III); involved in the sorting of transmembrane proteins into the multivesicular body (MVB) pathway; recruited from the cytoplasm to endosomal membranes"	transport, vesicle-mediated transport, vesicle organization, cellular protein catabolic process, cellular membrane organization	protein binding	membrane, cytoplasm	2-D1
1	G	3	YAL019W	FUN30	"Protein whose overexpression affects chromosome stability, potential Cdc28p substrate; homolog of Snf2p; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"	chromosome organization, transcription, RNA metabolic process	molecular_function	nucleus, chromosome, mitochondrion, cytoplasm	1-D2
1	G	4	YLR027C	AAT2	"Cytosolic aspartate aminotransferase, involved in nitrogen metabolism; localizes to peroxisomes in oleate-grown cells"	cellular amino acid and derivative metabolic process	transferase activity	peroxisome, cytoplasm	2-D2
1	G	5	YAL018C	YAL018C	Putative protein of unknown function	biological_process	molecular_function	cellular_component	1-D3
1	G	6	YLR028C	ADE16	"Enzyme of 'de novo' purine biosynthesis containing both 5-aminoimidazole-4-carboxamide ribonucleotide transformylase and inosine monophosphate cyclohydrolase activities, isozyme of Ade17p; ade16 ade17 mutants require adenine and histidine"	sporulation resulting in formation of a cellular spore, heterocycle metabolic process, generation of precursor metabolites and energy, cellular respiration	transferase activity, hydrolase activity	cytoplasm	2-D3
1	G	7	YAL017W	PSK1	"One of two (see also PSK2) PAS domain containing S/T protein kinases; coordinately regulates protein synthesis and carbohydrate metabolism and storage in response to a unknown metabolite that reflects nutritional status"	cellular carbohydrate metabolic process, protein modification process	transferase activity, protein kinase activity	cytoplasm	1-D4
1	G	8	YLR042C	YLR042C	"Protein of unknown function; localizes to the cytoplasm; YLL042C is not an essential gene"	biological_process	molecular_function	cell wall	2-D4
1	G	9	YAL015C	NTG1	"DNA N-glycosylase and apurinic/apyrimidinic (AP) lyase involved in base excision repair; distribution between nucleus and mitochondrion varies according to which compartment is under oxidative stress and is also sumoylation-dependent"	response to stress, DNA metabolic process	lyase activity, hydrolase activity	nucleus, mitochondrion, cytoplasm	1-D5
1	G	10	YLR043C	TRX1	Cytoplasmic thioredoxin isoenzyme of the thioredoxin system which protects cells against oxidative and reductive stress, forms LMA1 complex with Pbi2p, acts as a cofactor for Tsa1p, required for ER-Golgi transport and vacuole inheritance	vacuole organization, transport, response to chemical stimulus, protein modification process, response to stress, vesicle-mediated transport, DNA metabolic process, cellular homeostasis, cellular membrane organization	oxidoreductase activity	vacuole, cytoplasm	2-D5
1	G	11	YAL014C	SYN8	Endosomal SNARE related to mammalian syntaxin 8	transport	protein binding	cytoplasm	1-D6
1	G	12	YLR044C	PDC1	"Major of three pyruvate decarboxylase isozymes, key enzyme in alcoholic fermentation, decarboxylates pyruvate to acetaldehyde; subject to glucose-, ethanol-, and autoregulation; involved in amino acid catabolism"	cellular amino acid and derivative metabolic process, heterocycle metabolic process, generation of precursor metabolites and energy, cellular aromatic compound metabolic process, cellular carbohydrate metabolic process	lyase activity	nucleus, cytoplasm	2-D6
1	G	13	YAL013W	DEP1	Transcriptional modulator involved in regulation of structural phospholipid biosynthesis genes and metabolically unrelated genes, as well as maintenance of telomeres, mating efficiency, and sporulation	transcription, protein modification process, cellular lipid metabolic process, chromosome organization, RNA metabolic process	transcription regulator activity, hydrolase activity	nucleus, chromosome	1-D7
